Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/21/2025,,Regular Season,Top Notch Pro Am,0|0|0|0|0|86,Win,,,,,,,,,,,,,,
,,,,,,llBliik,23,0,2,1,0,1,2,8,72.7,11,7,9,77.8
,,,,,,FarewellTour,22,1,11,3,0,1,2,9,69.2,13,4,7,57.1
,,,,,,HxchoG,16,0,3,2,0,4,1,7,70.0,10,2,4,50.0
,,,,,,DayyTc,13,3,1,5,0,3,0,5,62.5,8,3,5,60.0
,,,,,,ActuallyBald,12,11,0,2,0,1,0,6,66.7,9,0,0,0
,,,6ix Elite,0|0|0|0|0|61,Loss,,,,,,,,,,,,,,,
,,,,,,RhinoDiarrhea,26,1,8,1,0,1,8,9,75.0,12,6,9,66.7
,,,,,,IIManuck,10,1,0,1,0,1,1,4,50.0,8,2,5,40.0
,,,,,,Dungardoctor,10,11,4,0,0,1,3,4,57.1,7,0,2,0.0
,,,,,,InEdWeTrust-,9,0,0,0,0,1,2,3,60.0,5,3,5,60.0
,,,,,,StephBeenLit,6,0,0,1,0,0,2,2,50.0,4,2,4,50.0
