Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,ZeroTolerance,0|0|0|0|0|102,Win,,,,,,,,,,,,,,
,,,,,,outxshyne,30,0,2,4,0,0,0,10,58.8,17,10,16,62.5
,,,,,,lgothagun,29,1,9,1,0,0,2,9,69.2,13,8,11,72.7
,,,,,,SioDied,21,3,4,1,0,1,0,9,90.0,10,3,4,75.0
,,,,,,Agaara,12,0,2,2,0,3,0,4,66.7,6,3,4,75.0
,,,,,,xojask,10,15,7,2,1,2,0,5,71.4,7,0,2,0.0
,,,Black Men Don't Cheat,0|0|0|0|0|70,Loss,,,,,,,,,,,,,,,
,,,,,,push meds,27,0,3,1,0,0,2,10,62.5,16,7,11,63.6
,,,,,,Ejenk21,25,0,6,0,0,1,4,9,64.3,14,7,12,58.3
,,,,,,ysalB,9,3,2,1,0,1,1,3,37.5,8,3,7,42.9
,,,,,,exploitgawdtv--,6,14,2,0,0,1,3,3,75.0,4,0,0,0
,,,,,,Ksquaddavis,3,0,0,0,0,0,0,1,25.0,4,1,2,50.0
