Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/24/2025,,Regular Season,DogHouse,0|0|0|0|0|79,Loss,,,,,,,,,,,,,,
,,,,,,LvKaid,38,0,10,0,0,1,2,13,61.9,21,12,19,63.2
,,,,,,Itsphoenix658,17,0,4,0,0,0,0,6,66.7,9,5,7,71.4
,,,,,,ShootLikeDev,9,0,1,1,0,2,0,3,50.0,6,3,5,60.0
,,,,,,KingPapiDrip,8,10,4,0,0,1,3,4,57.1,7,0,1,0.0
,,,,,,IronH3arTD,7,2,2,0,1,0,1,3,42.9,7,1,4,25.0
,,,Untouchabulls,0|0|0|0|0|95,Win,,,,,,,,,,,,,,,
,,,,,,ISwaggyz,36,0,12,1,0,0,0,15,78.9,19,6,10,60.0
,,,,,,LockGPT,25,1,5,1,0,0,1,10,83.3,12,5,5,100.0
,,,,,,Controverssy,18,12,12,2,1,1,1,9,81.8,11,0,0,0
,,,,,,ICHEVVAI,9,1,0,1,0,3,0,2,50.0,4,2,3,66.7
,,,,,,o Zensation,7,5,2,0,0,0,1,3,42.9,7,1,3,33.3
