Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,Triborough,0|0|0|0|0|56,Win,,,,,,,,,,,,,,
,,,,,,dtbKOLA,30,1,1,0,0,1,1,11,64.7,17,7,9,77.8
,,,,,,BaseballJ-TikTok,14,1,7,1,0,3,5,5,62.5,8,4,7,57.1
,,,,,,Saucejigga,10,2,0,0,0,1,2,3,50.0,6,2,4,50.0
,,,,,,XBrixton_,2,7,0,0,0,0,6,1,50.0,2,0,0,0
,,,,,,ITROYBOYI,0,2,3,0,1,0,1,0,0,0,0,0,0
,,,High Octane,0|0|0|0|0|90,Loss,,,,,,,,,,,,,,,
,,,,,,SpilledMyWock-,34,1,5,1,0,0,0,14,100.0,14,6,6,100.0
,,,,,,II Quaa II,31,0,2,3,1,1,0,11,78.6,14,9,12,75.0
,,,,,,PurpDaMenace,17,8,4,1,0,0,0,8,80.0,10,1,1,100.0
,,,,,,WooHardxn,5,0,1,2,1,1,1,2,33.3,6,1,2,50.0
,,,,,,IIDevoll,3,1,4,5,0,2,0,1,50.0,2,1,2,50.0
