Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/18/2025,,Regular Season,RuskaRomaPrep,0|0|0|0|0|56,Win,,,,,,,,,,,,,,
,,,,,,GodSentMel,16,14,3,0,0,3,2,6,85.7,7,2,3,66.7
,,,,,,zSTNx,15,0,8,1,0,0,1,4,44.4,9,2,6,33.3
,,,,,,Earlier-it,13,0,1,0,0,1,0,5,38.5,13,3,9,33.3
,,,,,,|GodSent|-,12,0,0,4,0,4,0,5,55.6,9,2,5,40.0
,,,,,,Mir-In-Motion,0,2,2,0,0,2,1,0,0.0,1,0,1,0.0
,,,Dawg Mentality,0|0|0|0|0|54,Loss,,,,,,,,,,,,,,,
,,,,,,IIG3NEII,18,0,11,0,0,2,4,6,46.2,13,6,9,66.7
,,,,,,Drenchgod919,18,12,0,1,0,5,3,9,81.8,11,0,0,0
,,,,,,Lane Stealin,8,5,1,1,1,2,0,3,75.0,4,2,3,66.7
,,,,,,Trust In Mikey,6,0,1,1,0,2,0,2,50.0,4,2,2,100.0
,,,,,,JGxCashout919,4,0,2,0,0,2,0,2,40.0,5,0,3,0.0
