Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/25/2025,,Regular Season,Rockstar,0|0|0|0|0|71,Win,,,,,,,,,,,,,,
,,,,,,Pgjeree,26,1,9,1,0,1,1,10,55.6,18,4,9,44.4
,,,,,,Solotry,14,0,0,1,0,1,0,6,85.7,7,2,2,100.0
,,,,,,EL1TEIANA,13,16,6,1,0,1,1,6,75.0,8,0,0,0
,,,,,,iiExcuseMe-,11,2,1,0,0,0,0,4,57.1,7,3,6,50.0
,,,,,,Candidness,7,1,3,2,0,0,0,3,37.5,8,1,4,25.0
,,,Heartless,0|0|0|0|0|62,Loss,,,,,,,,,,,,,,,
,,,,,,GINOBILLI,23,2,11,0,0,1,3,9,75.0,12,5,8,62.5
,,,,,,lllllll1,16,0,0,1,0,1,0,6,60.0,10,4,7,57.1
,,,,,,ILouiiV,10,6,5,0,1,5,3,5,100.0,5,0,0,0
,,,,,,Prvmx,7,1,0,0,1,0,0,3,60.0,5,1,3,33.3
,,,,,,EmbraceDaEgo,6,1,1,0,0,2,0,2,40.0,5,2,4,50.0
