Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/25/2025,,Regular Season,Loyalty Runs Deep,0|0|0|0|0|70,Loss,,,,,,,,,,,,,,
,,,,,,BlacLabelz0,50,0,7,3,0,2,1,16,64.0,25,11,18,61.1
,,,,,,Damnn_CB,8,6,1,0,0,2,0,4,66.7,6,0,0,0
,,,,,,LuisGotNext,6,0,0,0,1,1,0,2,66.7,3,2,3,66.7
,,,,,,R1 oSaints,6,0,2,1,0,0,0,3,42.9,7,0,3,0.0
,,,,,,Sessions4467,0,2,3,1,0,2,0,0,0,0,0,0,0
,,,Heartless,0|0|0|0|0|76,Win,,,,,,,,,,,,,,,
,,,,,,GINOBILLI,25,2,11,0,0,1,1,8,80.0,10,7,9,77.8
,,,,,,lllllll1,20,1,0,0,0,1,1,7,70.0,10,4,7,57.1
,,,,,,II MxL II,16,4,3,0,1,4,0,5,83.3,6,4,4,100.0
,,,,,,Prvmx,13,0,2,0,0,5,0,5,62.5,8,3,5,60.0
,,,,,,ILouiiV,2,7,4,0,0,0,4,1,100.0,1,0,0,0
