Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/3/2025,,Regular Season,Two City Cyclones,0|0|0|0|0|66,Loss,,,,,,,,,,,,,,
,,,,,,llLoadingll,32,1,2,3,0,1,0,12,92.3,13,6,6,100.0
,,,,,,Deyvw,15,0,2,1,0,2,0,6,54.5,11,3,5,60.0
,,,,,,SlimlQ,11,0,14,0,0,1,6,4,36.4,11,3,10,30.0
,,,,,,eljefe_5k,5,5,3,1,0,0,1,2,33.3,6,1,3,33.3
,,,,,,Big4x--,3,3,0,0,0,0,1,1,50.0,2,1,1,100.0
,,,Abandoned Ones,0|0|0|0|0|82,Win,,,,,,,,,,,,,,,
,,,,,,Wrap Again,27,0,4,4,0,0,0,11,73.3,15,5,8,62.5
,,,,,,Ima sell,22,1,0,2,0,2,0,9,90.0,10,4,4,100.0
,,,,,,WavyJC_,20,1,8,0,0,0,4,7,43.8,16,5,11,45.5
,,,,,,KingSebass_,8,12,5,0,0,1,2,4,100.0,4,0,0,0
,,,,,,sSq5der,5,8,2,0,1,0,0,2,50.0,4,1,3,33.3
