Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/23/2025,,Regular Season,Liquid Pro Am,0|0|0|0|0|76,Win,,,,,,,,,,,,,,
,,,,,,IIPoppersil,24,2,7,3,0,1,0,9,100.0,9,5,5,100.0
,,,,,,EffieMorales,16,11,3,0,0,0,3,8,88.9,9,0,0,0
,,,,,,BallupTop,16,2,2,1,0,4,0,6,66.7,9,4,6,66.7
,,,,,,jaysnagss,11,6,5,0,1,5,1,4,66.7,6,3,5,60.0
,,,,,,Antoinelove,9,0,7,0,0,1,0,3,23.1,13,3,11,27.3
,,,Loyalty Runs Deep,0|0|0|0|0|50,Loss,,,,,,,,,,,,,,,
,,,,,,BlacLabelz0,30,0,5,1,0,3,2,9,40.9,22,4,12,33.3
,,,,,,IIIAmVicious,8,0,1,0,0,0,1,3,75.0,4,2,2,100.0
,,,,,,Sessions4467,5,3,3,1,0,0,2,2,40.0,5,1,4,25.0
,,,,,,R1 oSaints,5,1,0,1,0,0,0,2,40.0,5,1,2,50.0
,,,,,,Damnn_CB,2,15,3,1,0,1,2,1,20.0,5,0,0,0
