Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/24/2025,,Regular Season,Bodega Cats,0|0|0|0|0|80,Win,,,,,,,,,,,,,,
,,,,,,goldenboy YP,33,0,5,0,0,2,2,12,70.6,17,7,11,63.6
,,,,,,GK1LLER77,14,0,4,1,0,0,1,5,62.5,8,4,5,80.0
,,,,,,lvlr Syn,12,4,1,0,0,1,1,4,50.0,8,4,7,57.1
,,,,,,o_ihoop5_o,11,2,4,2,0,2,1,4,100.0,4,3,3,100.0
,,,,,,TaeCP,10,10,5,0,1,0,1,5,71.4,7,0,2,0.0
,,,Nightmare City,0|0|0|0|0|79,Loss,,,,,,,,,,,,,,,
,,,,,,island Devil,34,1,4,1,0,0,1,14,66.7,21,6,11,54.5
,,,,,,xLattin,26,0,6,1,0,1,0,9,60.0,15,7,13,53.8
,,,,,,IIBallwatchingll,10,0,4,3,0,1,1,4,66.7,6,2,3,66.7
,,,,,,Catchingblessing,5,4,5,1,0,3,1,2,66.7,3,1,1,100.0
,,,,,,XxCLUSIVE,4,11,6,0,0,0,0,2,33.3,6,0,1,0.0
