Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/23/2025,,Regular Season,ZeroTolerance,0|0|0|0|0|62,Loss,,,,,,,,,,,,,,
,,,,,,xojask,18,12,3,0,1,0,1,9,75.0,12,0,3,0.0
,,,,,,cameraflip,17,3,1,2,0,3,0,6,66.7,9,2,3,66.7
,,,,,,lgothagun,12,1,10,1,0,0,3,4,44.4,9,3,8,37.5
,,,,,,SioDied,9,3,2,0,0,3,0,4,57.1,7,1,1,100.0
,,,,,,outxshyne,6,0,2,1,0,2,0,2,28.6,7,2,6,33.3
,,,Free Smoke,0|0|0|0|0|64,Win,,,,,,,,,,,,,,,
,,,,,,ill-Dante-lli,31,0,5,0,0,3,3,11,52.4,21,8,15,53.3
,,,,,,DonFloatinn,15,1,3,0,0,0,1,5,71.4,7,3,3,100.0
,,,,,,IssaCreed-_,9,8,2,0,0,0,0,4,100.0,4,1,1,100.0
,,,,,,WaveLuciann,7,0,1,2,0,1,0,3,100.0,3,1,1,100.0
,,,,,,ooJxden,2,4,1,2,0,1,0,1,33.3,3,0,1,0.0
