Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/2/2025,,Regular Season,Two City Cyclones,0|0|0|0|0|58,Win,,,,,,,,,,,,,,
,,,,,,IIDeeskiii,25,0,1,0,0,0,3,10,71.4,14,5,8,62.5
,,,,,,Deyvw,11,7,1,0,0,0,2,4,80.0,5,0,0,0
,,,,,,SlimlQ,9,3,12,0,1,0,0,3,33.3,9,3,6,50.0
,,,,,,llLoadingll,7,8,2,2,0,0,2,3,50.0,6,1,4,25.0
,,,,,,cheekylocc,6,1,2,2,0,4,0,2,40.0,5,2,3,66.7
,,,Coatesville,0|0|0|0|0|56,Loss,,,,,,,,,,,,,,,
,,,,,,Xmajxx,19,0,2,2,0,2,0,8,53.3,15,3,8,37.5
,,,,,,JlottoDaDon,18,2,8,0,0,1,2,6,42.9,14,6,10,60.0
,,,,,,IIBiggWanll,10,8,0,1,0,0,1,5,100.0,5,0,0,0
,,,,,,VerifiedMere,7,3,0,0,4,1,1,3,100.0,3,1,1,100.0
,,,,,,BudSkrt,2,1,2,2,0,1,0,1,33.3,3,0,0,0
