Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/1/2025,,Regular Season,Lightsout,0|0|0|0|0|93,Win,,,,,,,,,,,,,,
,,,,,,IIIzIIII,35,0,5,2,0,1,1,12,63.2,19,11,18,61.1
,,,,,,TmChris2k,26,1,9,0,0,0,3,9,64.3,14,7,8,87.5
,,,,,,Melder_,13,6,3,1,2,3,1,5,55.6,9,3,6,50.0
,,,,,,IRecedel,11,1,0,1,1,2,1,4,66.7,6,3,4,75.0
,,,,,,XFatboyTrae,8,9,7,0,1,2,0,4,66.7,6,0,0,0
,,,Coatesville,0|0|0|0|0|90,Loss,,,,,,,,,,,,,,,
,,,,,,Xmajxx,31,0,5,2,0,1,1,11,68.8,16,7,10,70.0
,,,,,,JlottoDaDon,21,0,16,1,0,1,2,8,61.5,13,5,9,55.6
,,,,,,IIBiggWanll,18,14,6,0,1,2,1,9,90.0,10,0,0,0
,,,,,,BudSkrt,13,0,0,2,0,4,1,5,62.5,8,3,4,75.0
,,,,,,VerifiedMere,7,3,3,0,0,1,0,3,60.0,5,1,2,50.0
