Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/1/2025,,Regular Season,Bodega Cats,0|0|0|0|0|81,Win,,,,,,,,,,,,,,
,,,,,,GK1LLER77,32,0,1,0,0,1,2,12,75.0,16,8,11,72.7
,,,,,,lvlr Syn,18,7,3,0,0,0,0,7,70.0,10,4,7,57.1
,,,,,,goldenboy YP,13,1,12,2,0,2,6,5,41.7,12,3,8,37.5
,,,,,,TaeCP,9,13,3,0,1,0,2,4,57.1,7,1,4,25.0
,,,,,,o_ihoop5_o,9,3,5,1,0,3,2,3,75.0,4,2,2,100.0
,,,Coatesville,0|0|0|0|0|79,Loss,,,,,,,,,,,,,,,
,,,,,,EnvyZayyy,25,0,4,0,0,1,0,9,69.2,13,7,10,70.0
,,,,,,Xmajxx,19,3,4,9,1,1,2,7,63.6,11,5,7,71.4
,,,,,,DotForDubs,14,0,3,3,0,2,0,5,50.0,10,4,8,50.0
,,,,,,JlottoDaDon,11,0,9,0,0,1,1,3,37.5,8,1,5,20.0
,,,,,,BudSkrt,10,9,4,0,0,1,2,5,71.4,7,0,0,0
