Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/7/2025,,Regular Season,The 6ixx Prep,0|0|0|0|0|65,Loss,,,,,,,,,,,,,,
,,,,,,Ttv-bangbrojayloo,34,0,3,0,1,1,1,13,72.2,18,8,13,61.5
,,,,,,Stealoh,12,1,6,4,0,0,2,5,50.0,10,2,7,28.6
,,,,,,Svmmrs1of1,7,10,3,0,0,0,0,3,100.0,3,0,0,0
,,,,,,LocckJa,6,0,0,2,0,1,2,3,37.5,8,0,2,0.0
,,,,,,Spookynugget24,6,1,2,0,0,1,0,2,50.0,4,2,4,50.0
,,,Untouchabulls,0|0|0|0|0|76,Win,,,,,,,,,,,,,,,
,,,,,,LockGPT,41,0,2,1,0,3,3,16,80.0,20,9,11,81.8
,,,,,,ISwaggyz,18,0,8,0,0,1,3,8,57.1,14,1,7,14.3
,,,,,,ICHEVVAI,10,4,3,2,0,0,0,4,66.7,6,2,4,50.0
,,,,,,Controverssy,4,13,7,2,0,0,1,2,66.7,3,0,0,0
,,,,,,ICoscu,3,2,1,0,0,1,0,1,33.3,3,1,3,33.3
