Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/30/2025,,Regular Season,Abandoned Ones,0|0|0|0|0|58,Loss,,,,,,,,,,,,,,
,,,,,,WavyJC_,21,0,12,0,1,1,2,7,58.3,12,7,10,70.0
,,,,,,KingSebass_,20,8,3,0,0,2,1,10,90.9,11,0,0,0
,,,,,,Wrap Again,10,0,5,2,0,1,1,4,33.3,12,2,9,22.2
,,,,,,Ima sell,7,0,0,3,0,5,0,3,75.0,4,1,2,50.0
,,,,,,sSq5der,0,4,1,2,1,3,2,0,0.0,2,0,2,0.0
,,,RuskaRomaPrep,0|0|0|0|0|65,Win,,,,,,,,,,,,,,,
,,,,,,zSTNx,27,0,3,1,0,0,4,8,53.3,15,6,11,54.5
,,,,,,Earlier-it,14,0,7,0,0,1,1,5,35.7,14,4,11,36.4
,,,,,,GodSentMel,11,17,4,0,0,1,3,4,80.0,5,1,2,50.0
,,,,,,|GodSent|-,8,0,0,2,0,2,0,4,57.1,7,0,0,0
,,,,,,Mir-In-Motion,5,5,1,2,1,0,0,2,50.0,4,1,3,33.3
