Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/16/2025,,Regular Season,BulletProof,0|0|0|0|0|64,Win,,,,,,,,,,,,,,
,,,,,,HellaBoots,21,0,10,0,0,3,3,6,46.2,13,5,8,62.5
,,,,,,sonovember,15,11,2,0,0,0,1,7,77.8,9,1,1,100.0
,,,,,,HellaHeavys,14,0,4,0,0,1,0,6,46.2,13,2,5,40.0
,,,,,,TotallyCoco,12,4,1,4,0,1,0,4,66.7,6,4,5,80.0
,,,,,,Jairo2k,2,0,0,3,0,1,0,0,0.0,1,0,1,0.0
,,,The Blueprint,0|0|0|0|0|60,Loss,,,,,,,,,,,,,,,
,,,,,,Rattysreturn,18,0,11,2,0,2,1,6,50.0,12,4,8,50.0
,,,,,,Beezy TC,13,6,2,0,1,2,0,5,83.3,6,3,4,75.0
,,,,,,Swann_2KL,12,8,1,1,1,0,0,6,75.0,8,0,0,0
,,,,,,lDisparo,11,0,6,0,0,2,6,4,44.4,9,3,7,42.9
,,,,,,FirstBallot,6,2,2,1,1,1,1,2,66.7,3,0,0,0
