Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/20/2025,,Regular Season,The Blueprint,0|0|0|0|0|45,Loss,,,,,,,,,,,,,,
,,,,,,Rattysreturn,22,2,2,1,0,1,1,8,53.3,15,3,8,37.5
,,,,,,Swann_2KL,9,9,5,0,0,0,1,4,57.1,7,1,1,100.0
,,,,,,lDisparo,8,0,4,1,0,0,7,3,60.0,5,1,2,50.0
,,,,,,FirstBallot,6,1,2,0,0,2,2,2,50.0,4,2,4,50.0
,,,,,,Beezy TC,0,3,1,0,0,4,2,0,0.0,3,0,3,0.0
,,,THE MOB,0|0|0|0|0|72,Win,,,,,,,,,,,,,,,
,,,,,,Reallytrxp,30,0,1,5,0,2,0,12,60.0,20,6,13,46.2
,,,,,,PattyMil,13,2,12,1,0,0,0,4,50.0,8,3,6,50.0
,,,,,,StopBaited,11,2,0,4,0,2,0,5,100.0,5,1,1,100.0
,,,,,,Gothum,10,5,2,0,2,1,0,4,33.3,12,2,9,22.2
,,,,,,Hit RB LT,8,12,2,2,0,0,2,4,80.0,5,0,0,0
