Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/25/2025,,Regular Season,Defy Gravity,0|0|0|0|0|73,Win,,,,,,,,,,,,,,
,,,,,,llSafll,25,2,9,0,0,1,0,8,50.0,16,7,13,53.8
,,,,,,mo means,17,3,5,1,1,4,0,7,77.8,9,3,4,75.0
,,,,,,Vleur,15,1,4,2,0,0,0,6,50.0,12,1,5,20.0
,,,,,,NextLaneOpen-,10,0,0,3,1,1,0,4,50.0,8,2,5,40.0
,,,,,,Ayeeyoocorb,6,15,2,0,1,0,2,2,40.0,5,0,0,0
,,,Franchise,0|0|0|0|0|68,Loss,,,,,,,,,,,,,,,
,,,,,,iiKardiyo,24,1,11,0,0,0,3,9,64.3,14,5,8,62.5
,,,,,,Alsmoovee,15,6,1,1,0,2,1,5,71.4,7,5,5,100.0
,,,,,,Repowrld-,12,5,3,0,1,3,2,6,75.0,8,0,1,0.0
,,,,,,Llucciffferrr,9,0,0,0,0,2,0,3,100.0,3,3,3,100.0
,,,,,,Mallory Bellaire,8,0,4,0,0,2,1,3,50.0,6,1,3,33.3
