Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/25/2025,,Regular Season,Defy Gravity,0|0|0|0|0|84,Win,,,,,,,,,,,,,,
,,,,,,mo means,28,1,3,3,0,4,2,11,64.7,17,6,7,85.7
,,,,,,llSafll,18,0,7,1,0,1,2,7,63.6,11,4,6,66.7
,,,,,,NextLaneOpen-,17,0,0,2,0,3,0,6,75.0,8,5,5,100.0
,,,,,,Vleur,15,0,5,3,0,4,0,6,54.5,11,3,6,50.0
,,,,,,Ayeeyoocorb,6,17,10,2,1,1,2,3,75.0,4,0,1,0.0
,,,Major smoke,0|0|0|0|0|61,Loss,,,,,,,,,,,,,,,
,,,,,,Wavyrose,20,1,4,1,0,0,0,5,41.7,12,5,11,45.5
,,,,,,Bnasty_Tv,19,0,3,0,0,0,6,6,50.0,12,5,10,50.0
,,,,,,Afromaker,15,0,3,1,0,2,1,5,100.0,5,5,5,100.0
,,,,,,TendenccyCF,7,10,3,0,0,1,5,3,100.0,3,1,1,100.0
,,,,,,Bstackz,0,3,3,2,1,4,1,0,0.0,5,0,2,0.0
