Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/29/2025,,Regular Season,SWVA PARADISE,0|0|0|0|0|96,Win,,,,,,,,,,,,,,
,,,,,,Fen Sins,50,0,11,0,0,1,1,19,67.9,28,12,19,63.2
,,,,,,I CheddR I,14,0,8,0,0,0,2,4,66.7,6,3,5,60.0
,,,,,,Reedrix,14,15,3,0,0,0,0,7,87.5,8,0,0,0
,,,,,,King Plamer,11,1,3,2,1,3,0,4,57.1,7,3,5,60.0
,,,,,,VelcroV,7,1,1,2,0,0,0,3,60.0,5,1,2,50.0
,,,Money On The Floor,0|0|0|0|0|78,Loss,,,,,,,,,,,,,,,
,,,,,,Im Not Dimes,33,0,9,2,0,1,4,12,57.1,21,9,14,64.3
,,,,,,Ur B Cheatin,22,0,1,0,0,3,0,9,60.0,15,4,9,44.4
,,,,,,MiBoundzz,13,10,7,0,1,0,2,6,75.0,8,0,0,0
,,,,,,MannyTAFT,5,0,0,1,0,1,2,2,100.0,2,1,1,100.0
,,,,,,Kmoney WT,5,5,1,0,0,0,0,2,66.7,3,1,2,50.0
