Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/19/2025,,Regular Season,Wen family,0|0|0|0|0|60,Loss,,,,,,,,,,,,,,
,,,,,,oMirabal CF,29,0,3,1,0,2,3,11,42.3,26,5,14,35.7
,,,,,,I Ryan II,29,0,1,2,0,0,2,10,76.9,13,9,11,81.8
,,,,,,DogWoW9599,2,2,1,2,0,0,0,1,50.0,2,0,1,0.0
,,,,,,iiiTzDJ,0,3,1,0,0,1,0,0,0.0,1,0,1,0.0
,,,,,,PAGAN7PRl,0,10,4,0,0,2,1,0,0,0,0,0,0
,,,Dawg Mentality,0|0|0|0|0|66,Win,,,,,,,,,,,,,,,
,,,,,,Best Break,33,0,6,0,0,1,3,12,63.2,19,7,12,58.3
,,,,,,IIG3NEII,15,0,4,0,0,1,0,6,60.0,10,1,3,33.3
,,,,,,Drenchgod919,11,0,2,3,0,2,0,5,83.3,6,1,1,100.0
,,,,,,ODthatdude,4,13,0,0,0,1,2,2,50.0,4,0,0,0
,,,,,,Lane Stealin,3,5,1,2,0,2,1,1,100.0,1,1,1,100.0
