Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/1/2025,,Regular Season,Lightsout,0|0|0|0|0|71,Loss,,,,,,,,,,,,,,
,,,,,,IIIzIIII,30,0,5,0,0,2,0,11,68.8,16,8,12,66.7
,,,,,,TmChris2k,16,0,4,0,0,2,2,6,100.0,6,4,4,100.0
,,,,,,Real JGF,15,0,1,1,0,2,1,5,100.0,5,3,3,100.0
,,,,,,Melder_,6,6,2,0,2,2,1,2,40.0,5,2,4,50.0
,,,,,,XFatboyTrae,4,4,4,1,0,1,0,2,40.0,5,0,0,0
,,,Bad Energy,0|0|0|0|0|78,Win,,,,,,,,,,,,,,,
,,,,,,StopMortal,31,0,8,1,0,0,1,11,91.7,12,8,8,100.0
,,,,,,jagxbx,18,0,1,0,0,1,0,7,77.8,9,4,6,66.7
,,,,,,Mvsephh,12,7,7,0,0,1,1,6,66.7,9,0,1,0.0
,,,,,,ILocksy,9,2,1,0,0,1,0,4,50.0,8,1,2,50.0
,,,,,,AintThatOurBall,8,3,1,3,1,1,1,2,40.0,5,2,4,50.0
