Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/22/2025,,Regular Season,BOOM3Rz,0|0|0|0|0|84,Win,,,,,,,,,,,,,,
,,,,,,Coachwhogamesttv,25,1,13,0,0,1,1,9,60.0,15,4,8,50.0
,,,,,,IlMarkNuttlI,17,6,3,1,0,0,0,7,87.5,8,3,4,75.0
,,,,,,Recentchris,17,1,2,1,0,2,0,6,85.7,7,3,4,75.0
,,,,,,XFrostFades,15,0,2,0,0,2,0,5,62.5,8,3,6,50.0
,,,,,,Laayupk,10,2,5,0,1,3,1,4,80.0,5,2,3,66.7
,,,State mafia,0|0|0|0|0|79,Loss,,,,,,,,,,,,,,,
,,,,,,lilglizz,29,0,5,1,0,0,0,12,57.1,21,5,14,35.7
,,,,,,Spamuel,24,0,10,0,0,1,0,9,56.3,16,5,9,55.6
,,,,,,OreoBih,14,10,3,1,1,1,1,6,100.0,6,1,1,100.0
,,,,,,IcyyTheGoat,6,1,0,0,0,3,0,3,100.0,3,0,0,0
,,,,,,xoDTrick,6,4,4,0,0,1,1,2,66.7,3,2,3,66.7
