Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/2/2025,,Regular Season,Hells Paradise,0|0|0|0|0|69,Win,,,,,,,,,,,,,,
,,,,,,Sinnerz ll,21,1,8,1,0,2,2,7,50.0,14,7,13,53.8
,,,,,,TTV 4kJayW,17,1,3,1,0,2,0,6,60.0,10,5,7,71.4
,,,,,,Jitzeus,15,8,4,2,0,3,1,7,70.0,10,1,2,50.0
,,,,,,DonJulioTV,12,1,1,3,0,4,0,5,45.5,11,2,4,50.0
,,,,,,MJ EXISTS,4,4,2,2,0,4,0,2,100.0,2,0,0,0
,,,Nightmare City,0|0|0|0|0|54,Loss,,,,,,,,,,,,,,,
,,,,,,xLattin,19,0,2,0,0,0,0,6,66.7,9,5,8,62.5
,,,,,,XxCLUSIVE,17,18,4,0,0,1,3,7,58.3,12,2,3,66.7
,,,,,,island Devil,8,1,9,0,0,1,6,2,18.2,11,1,7,14.3
,,,,,,Catchingblessing,6,5,2,2,1,0,0,3,42.9,7,0,3,0.0
,,,,,,Xxmoneycashxx,4,0,1,1,0,1,1,2,66.7,3,0,0,0
