Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/3/2025,,Regular Season,Abandoned Ones,0|0|0|0|0|95,Loss,,,,,,,,,,,,,,
,,,,,,WavyJC_,41,0,8,0,0,0,2,14,63.6,22,10,15,66.7
,,,,,,Wrap Again,24,0,9,1,0,2,4,9,64.3,14,6,10,60.0
,,,,,,KingSebass_,18,13,3,1,0,2,1,9,81.8,11,0,0,0
,,,,,,Ima sell,10,1,4,6,0,0,1,4,66.7,6,2,4,50.0
,,,,,,sSq5der,2,0,0,1,1,2,1,1,50.0,2,0,1,0.0
,,,Nun But Killas,0|0|0|0|0|100,Win,,,,,,,,,,,,,,,
,,,,,,Blewstrips,38,0,7,1,0,0,6,15,62.5,24,8,16,50.0
,,,,,,Daehonncho,21,0,12,4,0,0,2,8,66.7,12,5,7,71.4
,,,,,,Defensive1stTeam,17,16,8,0,0,0,2,8,88.9,9,0,0,0
,,,,,,ForgivePxrge,15,1,1,1,0,2,0,6,75.0,8,3,5,60.0
,,,,,,DellCobain,9,2,0,3,1,0,0,3,75.0,4,3,4,75.0
