Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/19/2025,,Regular Season,Must See TV,0|0|0|0|0|59,Loss,,,,,,,,,,,,,,
,,,,,,Osakueva,22,0,8,1,0,4,4,7,63.6,11,7,8,87.5
,,,,,,A WalkingBucket_,21,0,1,0,0,2,0,8,44.4,18,5,13,38.5
,,,,,,Jery05,8,8,4,0,0,0,1,4,44.4,9,0,2,0.0
,,,,,,ReturnOfDC,5,0,1,0,0,0,0,2,50.0,4,1,3,33.3
,,,,,,xPaleleiB,3,4,0,0,1,3,0,1,50.0,2,1,2,50.0
,,,Heartless,0|0|0|0|0|94,Win,,,,,,,,,,,,,,,
,,,,,,lllllll1,27,0,4,0,1,1,0,10,71.4,14,7,9,77.8
,,,,,,GINOBILLI,21,3,6,0,0,0,0,7,46.7,15,7,12,58.3
,,,,,,II MxL II,19,3,1,1,1,1,0,7,63.6,11,5,7,71.4
,,,,,,Prvmx,17,1,2,2,0,1,0,6,100.0,6,5,5,100.0
,,,,,,Saksfiith,10,18,11,1,0,0,2,5,83.3,6,0,0,0
