Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/2/2025,,Regular Season,Show Up Show Out,0|0|0|0|0|71,Loss,,,,,,,,,,,,,,
,,,,,,NooCalleriiD_TTV,34,0,1,0,0,1,0,13,59.1,22,7,14,50.0
,,,,,,OC-SlightlyLate,12,16,9,0,0,1,1,6,100.0,6,0,0,0
,,,,,,YouxBop,10,1,4,0,0,0,1,4,80.0,5,2,3,66.7
,,,,,,SteezQueLOE,8,7,6,4,1,3,1,3,37.5,8,2,6,33.3
,,,,,,Oc-ern-,7,0,4,0,1,1,2,3,37.5,8,1,4,25.0
,,,Out for blood,0|0|0|0|0|74,Win,,,,,,,,,,,,,,,
,,,,,,Cr vonte,20,0,2,2,0,0,0,7,53.8,13,6,12,50.0
,,,,,,Duffyszn2k,19,0,2,2,0,1,0,6,54.5,11,6,8,75.0
,,,,,,xMyless,18,7,6,1,0,3,2,7,87.5,8,3,4,75.0
,,,,,,Zee Da A1 PG,14,0,4,0,0,1,1,5,55.6,9,2,4,50.0
,,,,,,OnShvtBo,3,7,4,0,0,2,1,1,33.3,3,1,2,50.0
