Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/2/2025,,Regular Season,TheCabin,0|0|0|0|0|86,Loss,,,,,,,,,,,,,,
,,,,,,KinzoHBK,27,0,3,0,0,1,0,11,68.8,16,5,10,50.0
,,,,,,lCozyll,23,0,10,3,0,1,4,8,57.1,14,4,9,44.4
,,,,,,xJettski,16,2,2,2,0,5,0,7,58.3,12,2,5,40.0
,,,,,,lllSELLlll,14,14,9,0,0,0,2,6,100.0,6,1,1,100.0
,,,,,,ExactlyDre,6,1,1,2,0,1,1,2,50.0,4,2,3,66.7
,,,Out for blood,0|0|0|0|0|88,Win,,,,,,,,,,,,,,,
,,,,,,Cr vonte,28,2,4,1,1,3,1,12,85.7,14,4,6,66.7
,,,,,,xMyless,22,4,8,0,0,4,2,8,88.9,9,4,4,100.0
,,,,,,Zee Da A1 PG,15,0,9,0,0,1,2,5,62.5,8,5,8,62.5
,,,,,,Rich Rell,14,2,2,0,1,3,0,5,83.3,6,2,3,66.7
,,,,,,Duffyszn2k,9,0,5,2,0,0,3,3,60.0,5,3,4,75.0
