Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/19/2025,,Regular Season,Loyalty Runs Deep,0|0|0|0|0|67,Loss,,,,,,,,,,,,,,
,,,,,,IIIAmVicious,24,0,5,1,0,1,1,8,80.0,10,8,9,88.9
,,,,,,R1 oSaints,19,1,8,0,0,3,0,7,70.0,10,5,6,83.3
,,,,,,LuisGotNext,10,4,0,0,1,2,1,5,83.3,6,0,0,0
,,,,,,BlacLabelz0,8,2,9,1,0,2,4,4,40.0,10,0,5,0.0
,,,,,,ZiZoe,6,1,1,2,0,2,2,2,40.0,5,2,5,40.0
,,,BulletProof,0|0|0|0|0|88,Win,,,,,,,,,,,,,,,
,,,,,,HellaHeavys,28,0,7,1,0,1,0,11,64.7,17,6,12,50.0
,,,,,,sonovember,21,18,11,0,0,0,2,8,57.1,14,1,4,25.0
,,,,,,TotallyCoco,20,7,1,3,0,1,2,8,66.7,12,4,7,57.1
,,,,,,HellaBoots,10,1,6,0,0,0,1,3,42.9,7,1,5,20.0
,,,,,,Jairo2k,9,2,0,4,0,2,0,3,60.0,5,3,5,60.0
