Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/8/2025,,Regular Season,The 6ixx Prep,0|0|0|0|0|54,Loss,,,,,,,,,,,,,,
,,,,,,Ttv-bangbrojayloo,24,0,2,0,0,1,1,10,83.3,12,3,3,100.0
,,,,,,LocckJa,18,0,0,2,0,1,0,8,61.5,13,2,5,40.0
,,,,,,Stealoh,6,0,9,1,0,0,2,2,20.0,10,2,10,20.0
,,,,,,Svmmrs1of1,6,13,2,3,0,2,5,3,60.0,5,0,0,0
,,,,,,Spookynugget24,0,1,3,1,2,0,0,0,0.0,1,0,0,0
,,,6ix Elite,0|0|0|0|0|64,Win,,,,,,,,,,,,,,,
,,,,,,RhinoDiarrhea,20,0,9,1,1,0,3,7,63.6,11,4,7,57.1
,,,,,,IIManuck,15,3,2,1,1,1,1,5,50.0,10,3,7,42.9
,,,,,,StephBeenLit,14,0,2,2,0,2,1,6,54.5,11,2,3,66.7
,,,,,,Dungardoctor,12,14,3,1,0,0,3,6,75.0,8,0,1,0.0
,,,,,,lilciink,3,1,2,1,0,2,0,1,100.0,1,1,1,100.0
