Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/23/2025,,Regular Season,BulletProof,0|0|0|0|0|65,Loss,,,,,,,,,,,,,,
,,,,,,HellaHeavys,23,0,5,1,1,3,0,8,44.4,18,7,14,50.0
,,,,,,bendshtova,22,9,3,0,0,0,1,11,100.0,11,0,0,0
,,,,,,HellaBoots,10,2,10,0,0,3,1,4,36.4,11,2,8,25.0
,,,,,,Jairo2k,5,0,0,2,0,4,1,2,100.0,2,1,1,100.0
,,,,,,sonovember,5,2,4,1,0,0,2,2,66.7,3,1,2,50.0
,,,Hoop culture,0|0|0|0|0|71,Win,,,,,,,,,,,,,,,
,,,,,,StopMyMid,27,0,8,0,0,0,2,11,64.7,17,1,4,25.0
,,,,,,Routted,23,0,0,0,0,1,2,8,61.5,13,7,10,70.0
,,,,,,TayGilgeous,14,13,5,1,0,2,1,5,83.3,6,2,2,100.0
,,,,,,IKnoThatsRightJP,7,1,1,2,0,2,0,3,60.0,5,1,2,50.0
,,,,,,EST-TRU,0,2,2,2,0,2,0,0,0,0,0,0,0
