Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/23/2025,,Regular Season,Dawg Mentality,0|0|0|0|0|64,Loss,,,,,,,,,,,,,,
,,,,,,Best Break,22,0,6,1,0,1,1,8,53.3,15,4,6,66.7
,,,,,,xthebeltx,14,1,7,0,0,0,3,5,55.6,9,4,8,50.0
,,,,,,ODthatdude,12,11,6,0,1,1,2,6,75.0,8,0,0,0
,,,,,,Drenchgod919,10,0,0,1,0,1,0,4,66.7,6,0,2,0.0
,,,,,,Lane Stealin,6,0,1,1,0,1,0,2,40.0,5,2,4,50.0
,,,Coatesville,0|0|0|0|0|78,Win,,,,,,,,,,,,,,,
,,,,,,EnvyZayyy,28,0,6,1,0,2,2,10,71.4,14,8,10,80.0
,,,,,,Xmajxx,21,0,4,1,0,1,0,8,50.0,16,5,12,41.7
,,,,,,JlottoDaDon,13,4,3,4,0,1,1,6,85.7,7,1,2,50.0
,,,,,,VerifiedMere,8,2,0,0,1,2,0,3,60.0,5,2,3,66.7
,,,,,,IIBiggWanll,8,12,7,0,0,0,3,4,100.0,4,0,0,0
