Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,Untouchabulls,0|0|0|0|0|60,Loss,,,,,,,,,,,,,,
,,,,,,LockGPT,18,0,1,2,1,3,1,7,43.8,16,4,9,44.4
,,,,,,ISwaggyz,17,0,11,0,0,2,3,7,46.7,15,1,9,11.1
,,,,,,ICHEVVAI,11,3,1,2,0,0,0,4,66.7,6,3,5,60.0
,,,,,,Controverssy,11,10,3,1,1,0,1,4,66.7,6,0,0,0
,,,,,,ICoscu,3,4,2,1,1,2,2,1,33.3,3,1,3,33.3
,,,Coatesville,0|0|0|0|0|75,Win,,,,,,,,,,,,,,,
,,,,,,Xmajxx,43,0,3,3,1,3,1,16,64.0,25,11,17,64.7
,,,,,,VerifiedMere,14,2,1,1,0,1,0,5,83.3,6,3,3,100.0
,,,,,,BudSkrt,10,12,4,1,0,1,2,5,83.3,6,0,0,0
,,,,,,JlottoDaDon,5,4,3,0,0,3,1,2,50.0,4,1,2,50.0
,,,,,,EnvyZayyy,3,1,9,1,0,1,3,1,25.0,4,1,4,25.0
