Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/21/2025,,Regular Season,Show Up Show Out,0|0|0|0|0|78,Win,,,,,,,,,,,,,,
,,,,,,SteezQueLOE,18,14,7,0,0,0,1,8,61.5,13,2,4,50.0
,,,,,,NooCalleriiD_TTV,17,0,3,1,0,0,1,7,50.0,14,3,9,33.3
,,,,,,Oc-ern-,16,0,9,1,0,3,1,6,60.0,10,4,7,57.1
,,,,,,YouxBop,14,8,5,0,2,3,2,6,66.7,9,2,4,50.0
,,,,,,QueTreyz33,13,2,1,4,1,1,2,5,83.3,6,3,3,100.0
,,,Bag Chasers Esports,0|0|0|0|0|63,Loss,,,,,,,,,,,,,,,
,,,,,,TreWorld,20,0,7,0,0,1,4,6,46.2,13,4,9,44.4
,,,,,,YoungJitz,14,0,3,0,0,0,0,6,50.0,12,1,3,33.3
,,,,,,BeefyFranks,14,0,2,5,0,5,1,6,75.0,8,2,3,66.7
,,,,,,DsavGetBuckets-,9,8,2,0,0,1,1,3,60.0,5,3,5,60.0
,,,,,,Ove-2k,6,6,4,2,2,1,1,3,42.9,7,0,1,0.0
