Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/21/2025,,Regular Season,Show Up Show Out,0|0|0|0|0|48,Win,,,,,,,,,,,,,,
,,,,,,Oc-ern-,13,0,5,0,0,3,2,4,44.4,9,2,7,28.6
,,,,,,YouxBop,12,1,2,3,0,3,0,5,83.3,6,2,3,66.7
,,,,,,QueTreyz33,11,10,0,1,0,1,3,5,83.3,6,1,2,50.0
,,,,,,OC-SlightlyLate,9,10,3,0,0,1,1,4,100.0,4,0,0,0
,,,,,,NooCalleriiD_TTV,3,0,5,1,0,1,1,1,50.0,2,1,1,100.0
,,,Must See TV,0|0|0|0|0|25,Loss,,,,,,,,,,,,,,,
,,,,,,II Mr Shotz,10,0,1,1,0,0,2,3,37.5,8,3,5,60.0
,,,,,,A WalkingBucket_,6,0,3,2,0,2,1,2,16.7,12,1,5,20.0
,,,,,,ReturnOfDC,6,1,0,1,0,0,0,3,60.0,5,0,1,0.0
,,,,,,Flac0__0,3,3,0,1,0,1,1,1,33.3,3,1,1,100.0
,,,,,,Jery05,0,5,1,0,0,0,1,0,0.0,2,0,1,0.0
