Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,Bad Energy,0|0|0|0|0|71,Loss,,,,,,,,,,,,,,
,,,,,,StopMortal,33,0,6,2,0,2,2,12,66.7,18,9,14,64.3
,,,,,,Mvsephh,14,10,6,1,2,2,1,7,77.8,9,0,0,0
,,,,,,AintThatOurBall,11,2,4,1,0,2,1,4,57.1,7,1,2,50.0
,,,,,,ILocksy,7,0,4,1,0,3,0,3,60.0,5,1,3,33.3
,,,,,,jagxbx,6,0,0,0,0,2,2,2,40.0,5,2,3,66.7
,,,Iconic,0|0|0|0|0|76,Win,,,,,,,,,,,,,,,
,,,,,,ReignJokic,24,11,3,1,0,1,4,10,100.0,10,4,4,100.0
,,,,,,CamSPM,24,1,9,0,0,1,0,9,60.0,15,4,7,57.1
,,,,,,Gazulli,17,0,8,1,0,4,1,6,50.0,12,2,4,50.0
,,,,,,IIRangeiana,6,2,1,2,0,4,0,3,60.0,5,0,1,0.0
,,,,,,Kye 716,5,4,1,2,1,2,1,2,40.0,5,1,2,50.0
