Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,Iconic,0|0|0|0|0|66,Win,,,,,,,,,,,,,,
,,,,,,Gazulli,26,1,6,1,0,1,1,9,69.2,13,5,8,62.5
,,,,,,ReignJokic,15,4,4,0,0,1,1,7,70.0,10,1,1,100.0
,,,,,,Kye 716,10,0,1,0,0,2,1,4,57.1,7,2,4,50.0
,,,,,,CamSPM,8,2,6,1,0,4,1,3,60.0,5,2,4,50.0
,,,,,,IIRangeiana,7,4,1,3,0,1,0,3,60.0,5,1,3,33.3
,,,Bad Energy,0|0|0|0|0|62,Loss,,,,,,,,,,,,,,,
,,,,,,StopMortal,19,3,10,0,0,1,4,7,70.0,10,5,7,71.4
,,,,,,AintThatOurBall,15,1,3,3,1,3,1,6,60.0,10,3,6,50.0
,,,,,,Mvsephh,14,9,5,1,0,4,1,7,87.5,8,0,0,0
,,,,,,jagxbx,8,0,0,0,0,5,1,3,50.0,6,2,2,100.0
,,,,,,ILocksy,6,3,0,0,0,2,0,3,42.9,7,0,2,0.0
