Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/19/2025,,Regular Season,BulletProof,0|0|0|0|0|78,Win,,,,,,,,,,,,,,
,,,,,,HellaHeavys,22,0,1,1,0,2,1,9,69.2,13,3,6,50.0
,,,,,,sonovember,20,14,3,0,0,2,1,9,69.2,13,0,2,0.0
,,,,,,TotallyCoco,18,5,2,0,0,1,1,7,77.8,9,4,4,100.0
,,,,,,HellaBoots,15,1,16,1,0,0,2,5,45.5,11,4,8,50.0
,,,,,,Jairo2k,3,0,0,3,0,4,0,1,50.0,2,1,1,100.0
,,,Madvillainz,0|0|0|0|0|70,Loss,,,,,,,,,,,,,,,
,,,,,,MaicoBeams,25,0,10,0,1,0,1,9,64.3,14,7,12,58.3
,,,,,,Dead Prez,20,0,2,1,0,1,4,7,43.8,16,5,12,41.7
,,,,,,CassiusClayI,12,10,5,0,0,1,0,4,66.7,6,1,3,33.3
,,,,,,Create envy,7,6,2,1,0,2,0,3,50.0,6,1,3,33.3
,,,,,,Proof rr,6,0,0,2,0,1,0,2,66.7,3,0,1,0.0
