Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/19/2025,,Regular Season,Dawg Mentality,0|0|0|0|0|70,Win,,,,,,,,,,,,,,
,,,,,,IIG3NEII,27,0,3,3,0,0,1,9,60.0,15,6,11,54.5
,,,,,,Best Break,25,1,4,2,0,0,1,8,33.3,24,7,16,43.8
,,,,,,ODthatdude,10,10,4,0,1,0,0,5,71.4,7,0,0,0
,,,,,,Lane Stealin,5,13,2,2,0,1,1,2,66.7,3,1,2,50.0
,,,,,,Drenchgod919,3,1,3,0,0,1,0,1,25.0,4,0,0,0
,,,Madvillainz,0|0|0|0|0|66,Loss,,,,,,,,,,,,,,,
,,,,,,Dead Prez,23,1,2,1,1,3,3,8,57.1,14,7,12,58.3
,,,,,,MaicoBeams,21,0,10,0,0,1,3,7,53.8,13,7,12,58.3
,,,,,,Proof rr,8,1,0,1,1,2,0,3,42.9,7,2,6,33.3
,,,,,,CassiusClayI,8,14,5,0,0,1,2,3,50.0,6,2,4,50.0
,,,,,,Create envy,6,11,2,1,4,3,0,2,22.2,9,2,8,25.0
