Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/18/2025,,Regular Season,Zentastic5,0|0|0|0|0|84,Win,,,,,,,,,,,,,,
,,,,,,Ima sell,23,0,2,8,0,3,0,10,76.9,13,3,6,50.0
,,,,,,Chriskickz,21,1,3,1,0,1,1,9,100.0,9,3,3,100.0
,,,,,,iFlaccoTV,20,2,1,1,1,3,2,9,81.8,11,2,3,66.7
,,,,,,Guess passes,14,0,10,0,0,1,1,5,50.0,10,4,7,57.1
,,,,,,Hey feared,6,15,11,0,1,0,1,3,75.0,4,0,0,0
,,,THE MOB,0|0|0|0|0|53,Loss,,,,,,,,,,,,,,,
,,,,,,Reallytrxp,21,0,4,1,0,0,4,8,53.3,15,5,10,50.0
,,,,,,Hit RB LT,14,8,2,0,0,0,2,6,75.0,8,0,0,0
,,,,,,Gothum,14,3,3,0,0,1,1,5,62.5,8,4,6,66.7
,,,,,,PattyMil,2,1,6,0,0,0,3,0,0.0,7,0,5,0.0
,,,,,,StopBaited,2,0,0,3,0,1,1,1,50.0,2,0,1,0.0
