Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/20/2025,,Regular Season,State mafia,0|0|0|0|0|81,Win,,,,,,,,,,,,,,
,,,,,,Spamuel,25,0,6,0,0,2,0,9,69.2,13,3,6,50.0
,,,,,,lilglizz,23,0,1,1,0,1,2,9,81.8,11,5,7,71.4
,,,,,,KinG PeroXide,15,7,7,0,0,0,0,7,77.8,9,1,2,50.0
,,,,,,xoDTrick,12,2,4,1,0,2,1,4,66.7,6,4,5,80.0
,,,,,,IcyyTheGoat,6,0,1,2,0,2,0,2,100.0,2,1,1,100.0
,,,SWVA PARADISE,0|0|0|0|0|71,Loss,,,,,,,,,,,,,,,
,,,,,,Fen Sins,33,1,5,0,0,0,3,13,76.5,17,7,11,63.6
,,,,,,Trap N Blitz,13,1,0,1,0,3,0,5,55.6,9,3,5,60.0
,,,,,,I CheddR I,12,0,4,0,0,1,1,5,35.7,14,2,7,28.6
,,,,,,Gamble Scopes,7,1,4,2,0,1,0,3,75.0,4,1,2,50.0
,,,,,,Reedrix,6,14,5,0,0,0,2,3,100.0,3,0,0,0
