Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,Hells Paradise,0|0|0|0|0|77,Win,,,,,,,,,,,,,,
,,,,,,Sinnerz ll,35,0,8,0,0,0,2,12,57.1,21,11,17,64.7
,,,,,,Shankavelli,18,15,5,0,0,2,1,9,81.8,11,0,0,0
,,,,,,TTV 4kJayW,12,0,2,1,0,2,0,5,62.5,8,2,4,50.0
,,,,,,Tzuld,7,4,1,2,1,4,0,3,75.0,4,1,2,50.0
,,,,,,DonJulioTV,5,1,0,2,0,1,0,2,33.3,6,1,4,25.0
,,,Nightmare City,0|0|0|0|0|70,Loss,,,,,,,,,,,,,,,
,,,,,,xLattin,31,0,3,0,0,0,0,11,68.8,16,9,14,64.3
,,,,,,island Devil,18,0,7,0,0,0,2,7,58.3,12,4,9,44.4
,,,,,,XxCLUSIVE,11,10,6,1,0,3,3,5,71.4,7,1,1,100.0
,,,,,,IIBallwatchingll,5,0,1,0,0,0,0,2,50.0,4,1,3,33.3
,,,,,,Catchingblessing,5,3,4,2,0,2,2,2,40.0,5,1,3,33.3
