Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,BOOM3Rz,0|0|0|0|0|92,Win,,,,,,,,,,,,,,
,,,,,,PejaLanes,33,0,0,1,0,1,0,13,68.4,19,7,11,63.6
,,,,,,Recentchris,23,0,1,4,0,2,2,9,81.8,11,5,5,100.0
,,,,,,Coachwhogamesttv,23,0,15,2,0,2,4,9,69.2,13,4,8,50.0
,,,,,,Certified _Lu,11,4,3,1,0,1,0,5,62.5,8,1,1,100.0
,,,,,,IlMarkNuttlI,2,12,7,1,0,1,1,1,100.0,1,0,0,0
,,,Nightmare City,0|0|0|0|0|84,Loss,,,,,,,,,,,,,,,
,,,,,,xLattin,32,0,1,0,0,0,1,10,66.7,15,8,13,61.5
,,,,,,island Devil,18,0,13,2,0,2,2,7,53.8,13,4,9,44.4
,,,,,,IIBallwatchingll,16,0,0,2,0,2,0,6,75.0,8,4,5,80.0
,,,,,,XxCLUSIVE,13,10,6,0,1,0,6,6,100.0,6,1,1,100.0
,,,,,,Catchingblessing,5,3,3,2,0,0,1,1,33.3,3,1,2,50.0
