Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/26/2025,,Regular Season,Triborough,0|0|0|0|0|78,Win,,,,,,,,,,,,,,
,,,,,,Saucejigga,30,1,0,1,0,1,0,14,87.5,16,2,3,66.7
,,,,,,BaseballJ-TikTok,16,1,4,0,0,0,1,4,30.8,13,3,10,30.0
,,,,,,CrushMyShi,14,0,7,4,0,1,0,5,55.6,9,4,6,66.7
,,,,,,G_RAWWW3,11,5,2,4,1,2,2,3,37.5,8,2,5,40.0
,,,,,,ITROYBOYI,7,19,8,1,1,0,2,3,100.0,3,0,0,0
,,,Show Up Show Out,0|0|0|0|0|51,Loss,,,,,,,,,,,,,,,
,,,,,,NooCalleriiD_TTV,16,0,3,3,0,1,3,6,37.5,16,3,10,30.0
,,,,,,CGAninochill,12,3,2,0,0,5,3,4,66.7,6,4,6,66.7
,,,,,,Oc-ern-,9,0,3,0,0,1,3,4,50.0,8,1,2,50.0
,,,,,,OC-SlightlyLate,8,11,5,1,0,3,2,4,80.0,5,0,1,0.0
,,,,,,YouxBop,6,0,3,1,0,3,0,3,37.5,8,0,2,0.0
