Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/26/2025,,Regular Season,Triborough,0|0|0|0|0|74,Win,,,,,,,,,,,,,,
,,,,,,BaseballJ-TikTok,21,0,3,0,0,1,3,8,61.5,13,5,8,62.5
,,,,,,ITROYBOYI,20,9,5,0,1,0,0,10,90.9,11,0,0,0
,,,,,,G_RAWWW3,15,3,1,0,0,1,0,6,75.0,8,3,5,60.0
,,,,,,CrushMyShi,11,0,10,0,0,1,0,4,80.0,5,3,4,75.0
,,,,,,Saucejigga,7,0,2,2,0,0,0,3,100.0,3,1,1,100.0
,,,Heartless,0|0|0|0|0|65,Loss,,,,,,,,,,,,,,,
,,,,,,lllllll1,19,0,3,0,0,0,0,7,63.6,11,5,9,55.6
,,,,,,GINOBILLI,18,0,8,1,0,0,3,6,54.5,11,6,10,60.0
,,,,,,Prvmx,13,0,1,0,0,2,0,6,85.7,7,1,1,100.0
,,,,,,EmbraceDaEgo,9,2,1,1,0,2,2,3,75.0,4,3,4,75.0
,,,,,,ILouiiV,6,4,4,0,0,2,1,3,100.0,3,0,0,0
