Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/17/2025,,Regular Season,Supreme styles,0|0|0|0|0|69,Loss,,,,,,,,,,,,,,
,,,,,,Nolimitkev,22,0,2,0,0,1,0,9,64.3,14,4,8,50.0
,,,,,,Iiithexmaniii,17,1,10,0,0,1,4,7,70.0,10,3,3,100.0
,,,,,,LethalTrxster,15,9,5,2,0,0,0,6,46.2,13,3,5,60.0
,,,,,,Stammm7,9,4,0,1,2,1,0,4,66.7,6,1,2,50.0
,,,,,,Amp110,6,0,3,1,0,0,0,3,75.0,4,0,1,0.0
,,,Abandoned Ones,0|0|0|0|0|85,Win,,,,,,,,,,,,,,,
,,,,,,WavyJC_,31,0,9,0,0,0,1,11,78.6,14,9,11,81.8
,,,,,,xLattin,31,0,5,0,0,0,1,11,73.3,15,9,12,75.0
,,,,,,Wrap Again,9,6,3,0,0,0,1,3,60.0,5,3,3,100.0
,,,,,,sSq5der,8,2,0,3,0,4,1,3,60.0,5,2,4,50.0
,,,,,,KingSebass_,6,6,4,0,0,0,2,3,60.0,5,0,0,0
