Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/5/2025,,Regular Season,RuskaRomaPrep,0|0|0|0|0|70,Loss,,,,,,,,,,,,,,
,,,,,,Mir-In-Motion,18,3,1,2,0,0,0,6,75.0,8,6,8,75.0
,,,,,,zSTNx,15,0,6,0,1,2,8,4,50.0,8,2,4,50.0
,,,,,,|GodSent|-,14,0,1,2,0,1,0,5,55.6,9,4,6,66.7
,,,,,,GodSentMel,13,11,8,0,0,0,2,6,75.0,8,1,3,33.3
,,,,,,Earlier-it,10,0,4,1,0,3,1,4,50.0,8,2,5,40.0
,,,Must See TV,0|0|0|0|0|87,Win,,,,,,,,,,,,,,,
,,,,,,Osakueva,41,1,6,2,0,1,1,14,73.7,19,9,14,64.3
,,,,,,A WalkingBucket_,32,0,6,2,0,1,3,12,75.0,16,8,9,88.9
,,,,,,Solaar,8,3,2,4,0,1,0,3,60.0,5,2,3,66.7
,,,,,,Jery05,4,3,1,0,0,0,1,2,66.7,3,0,1,0.0
,,,,,,Flac0__0,2,5,2,2,1,1,0,1,100.0,1,0,0,0
