Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/2/2025,,Regular Season,Heartless,0|0|0|0|0|84,Win,,,,,,,,,,,,,,
,,,,,,GINOBILLI,32,0,6,0,0,1,2,11,84.6,13,10,12,83.3
,,,,,,lllllll1,18,1,5,0,0,0,0,7,50.0,14,4,11,36.4
,,,,,,Prvmx,12,0,3,3,0,2,0,4,50.0,8,3,6,50.0
,,,,,,ILouiiV,12,18,4,1,0,0,3,5,55.6,9,1,2,50.0
,,,,,,II MxL II,10,6,2,5,1,0,1,4,44.4,9,2,5,40.0
,,,Flourish Citizens,0|0|0|0|0|58,Loss,,,,,,,,,,,,,,,
,,,,,,JMDHeisman,15,1,4,0,0,1,2,6,66.7,9,3,3,100.0
,,,,,,xzDOPExz,12,6,3,0,0,0,1,6,54.5,11,0,2,0.0
,,,,,,JJGotTheJuice,11,0,0,1,0,3,1,4,44.4,9,3,7,42.9
,,,,,,ImClem4Real,10,1,5,1,0,0,4,4,44.4,9,2,6,33.3
,,,,,,M1keyTheGem40,10,6,2,2,1,1,1,4,50.0,8,2,3,66.7
