Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/16/2025,,Regular Season,MoveinSilence,0|0|0|0|0|80,Loss,,,,,,,,,,,,,,
,,,,,,BBreesh,40,1,8,1,0,1,3,15,65.2,23,10,18,55.6
,,,,,,Yaegoated,12,6,1,1,1,0,0,6,85.7,7,0,0,0
,,,,,,Mercypeaks,11,0,0,0,0,0,1,4,66.7,6,3,5,60.0
,,,,,,Jjayvis,9,1,3,1,0,1,2,3,30.0,10,1,8,12.5
,,,,,,Teeswings,8,6,2,0,0,1,2,3,100.0,3,2,2,100.0
,,,DUB DYNASTY,0|0|0|0|0|88,Win,,,,,,,,,,,,,,,
,,,,,,Itsk3nnyttv,24,0,16,0,0,1,1,8,57.1,14,6,11,54.5
,,,,,,Tiktokpablo,23,0,0,2,0,0,0,11,78.6,14,1,1,100.0
,,,,,,Dynastyxkdub2k,20,3,0,4,0,2,1,8,80.0,10,4,6,66.7
,,,,,,Dynastyxcjay,16,11,3,0,0,0,1,8,80.0,10,0,0,0
,,,,,,IDKVINO,5,0,2,2,0,3,0,2,66.7,3,1,1,100.0
