Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/16/2025,,Regular Season,DUB DYNASTY,0|0|0|0|0|71,Win,,,,,,,,,,,,,,
,,,,,,Itsk3nnyttv,27,0,10,2,0,0,1,9,64.3,14,7,11,63.6
,,,,,,Zendrawlin,14,12,5,0,0,0,5,7,77.8,9,0,0,0
,,,,,,Tiktokpablo,14,0,2,0,0,0,1,6,66.7,9,2,4,50.0
,,,,,,Dynastyxkdub2k,12,4,2,4,0,3,0,4,57.1,7,4,5,80.0
,,,,,,DynastyxTay,4,0,0,5,0,3,0,2,33.3,6,0,2,0.0
,,,Hoop culture,0|0|0|0|0|65,Loss,,,,,,,,,,,,,,,
,,,,,,Routted,21,0,0,0,0,2,1,8,50.0,16,5,11,45.5
,,,,,,StopMyMid,20,1,11,1,0,1,6,7,70.0,10,4,7,57.1
,,,,,,LiquiditySweepp,9,1,0,2,0,1,2,3,60.0,5,3,5,60.0
,,,,,,EST-TRU,8,3,0,1,0,4,3,3,60.0,5,2,4,50.0
,,,,,,TayGilgeous,7,13,7,2,1,0,0,3,60.0,5,0,1,0.0
