Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/20/2025,,Regular Season,THE MOB,0|0|0|0|0|90,Win,,,,,,,,,,,,,,
,,,,,,Reallytrxp,36,0,4,0,0,1,1,14,70.0,20,8,13,61.5
,,,,,,PattyMil,24,1,5,1,0,2,2,9,60.0,15,6,12,50.0
,,,,,,StopBaited,12,2,0,2,0,1,0,5,71.4,7,2,2,100.0
,,,,,,Gothum,11,8,5,0,1,5,1,4,66.7,6,3,4,75.0
,,,,,,Hit RB LT,7,15,6,1,0,1,1,3,75.0,4,0,0,0
,,,Flourish Citizens,0|0|0|0|0|74,Loss,,,,,,,,,,,,,,,
,,,,,,JJGotTheJuice,26,0,2,0,0,1,0,9,64.3,14,7,12,58.3
,,,,,,JMDHeisman,18,0,2,1,0,0,0,6,60.0,10,4,7,57.1
,,,,,,ImClem4Real,14,0,7,2,0,0,1,5,38.5,13,4,11,36.4
,,,,,,xzDOPExz,12,5,3,0,1,1,2,4,57.1,7,4,6,66.7
,,,,,,TGF4021,4,8,5,0,0,2,2,2,33.3,6,0,0,0
