Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/18/2025,,Regular Season,Supreme styles,0|0|0|0|0|72,Loss,,,,,,,,,,,,,,
,,,,,,Iiithexmaniii,27,1,9,0,0,1,3,9,90.0,10,7,8,87.5
,,,,,,Nolimitkev,16,0,8,1,0,1,1,7,46.7,15,2,7,28.6
,,,,,,LethalTrxster,14,13,5,0,0,1,1,7,87.5,8,0,0,0
,,,,,,Stammm7,12,4,1,1,0,4,1,5,71.4,7,2,4,50.0
,,,,,,Amp110,3,0,0,0,0,4,1,1,20.0,5,1,4,25.0
,,,Must See TV,0|0|0|0|0|85,Win,,,,,,,,,,,,,,,
,,,,,,A WalkingBucket_,34,0,4,3,0,0,0,12,60.0,20,9,13,69.2
,,,,,,Osakueva,30,0,5,0,0,1,1,10,62.5,16,10,16,62.5
,,,,,,Flac0__0,15,8,2,2,0,2,0,6,75.0,8,2,3,66.7
,,,,,,Ali-The-Great,4,1,2,1,0,3,0,2,100.0,2,0,0,0
,,,,,,Jery05,2,7,0,0,0,0,1,1,25.0,4,0,0,0
