Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/29/2025,,Regular Season,High Octane,0|0|0|0|0|65,Loss,,,,,,,,,,,,,,
,,,,,,Evos-Phynx,24,0,2,3,0,0,2,10,50.0,20,4,12,33.3
,,,,,,SpilledMyWock-,21,0,5,0,0,2,2,8,57.1,14,5,7,71.4
,,,,,,PurpDaMenace,12,12,1,1,0,2,5,6,75.0,8,0,1,0.0
,,,,,,WooHardxn,8,1,0,2,0,0,0,3,50.0,6,2,5,40.0
,,,,,,IIDevoll,0,4,2,3,0,0,1,0,0.0,1,0,1,0.0
,,,LeanTeam,0|0|0|0|0|83,Win,,,,,,,,,,,,,,,
,,,,,,LTMaal,24,1,14,2,0,2,3,10,76.9,13,4,6,66.7
,,,,,,LTDupes,24,5,2,2,0,0,2,9,64.3,14,4,7,57.1
,,,,,,D redd2x,13,8,2,2,0,1,3,5,83.3,6,2,2,100.0
,,,,,,ImDeezus,13,4,4,1,2,1,0,4,57.1,7,3,5,60.0
,,,,,,Kyng Gaza,9,0,0,1,0,0,1,3,50.0,6,3,5,60.0
