Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/18/2025,,Regular Season,Heartless,0|0|0|0|0|75,Win,,,,,,,,,,,,,,
,,,,,,GINOBILLI,33,1,7,1,0,1,3,12,66.7,18,9,14,64.3
,,,,,,lllllll1,19,0,2,0,0,1,0,5,33.3,15,3,10,30.0
,,,,,,II MxL II,13,13,4,2,2,5,2,6,60.0,10,1,2,50.0
,,,,,,Prvmx,7,0,0,2,0,2,0,3,50.0,6,1,3,33.3
,,,,,,Hesi 777,3,6,1,2,0,2,1,1,25.0,4,1,4,25.0
,,,Bodega Cats,0|0|0|0|0|72,Loss,,,,,,,,,,,,,,,
,,,,,,goldenboy YP,35,0,7,4,0,1,3,15,78.9,19,3,7,42.9
,,,,,,lvlr Syn,12,6,1,0,0,1,0,4,50.0,8,1,5,20.0
,,,,,,TaeCP,12,11,4,0,2,1,1,4,44.4,9,2,7,28.6
,,,,,,GK1LLER77,9,0,1,0,0,2,2,3,33.3,9,2,7,28.6
,,,,,,o_ihoop5_o,4,6,4,0,0,5,2,2,50.0,4,0,1,0.0
