Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/30/2025,,Regular Season,THE MOB,0|0|0|0|0|71,Loss,,,,,,,,,,,,,,
,,,,,,Reallytrxp,23,0,4,1,0,0,1,8,61.5,13,5,6,83.3
,,,,,,PattyMil,19,1,9,2,0,2,3,7,50.0,14,4,10,40.0
,,,,,,Gothum,10,4,2,3,0,1,0,4,57.1,7,2,5,40.0
,,,,,,llFREEBOARDSll,10,5,2,0,1,1,1,5,100.0,5,0,0,0
,,,,,,StopBaited,9,1,1,2,0,1,0,3,50.0,6,1,3,33.3
,,,SWVA PARADISE,0|0|0|0|0|81,Win,,,,,,,,,,,,,,,
,,,,,,Fen Sins,41,0,8,1,0,0,3,16,88.9,18,9,11,81.8
,,,,,,VelcroV,19,1,1,2,1,5,0,5,62.5,8,4,6,66.7
,,,,,,Reedrix,14,16,4,0,0,0,2,7,70.0,10,0,0,0
,,,,,,I CheddR I,5,1,7,0,0,0,2,2,28.6,7,1,4,25.0
,,,,,,King Plamer,2,1,2,1,0,3,1,1,100.0,1,0,0,0
