Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/4/2025,,Regular Season,Supreme styles,0|0|0|0|0|64,Loss,,,,,,,,,,,,,,
,,,,,,Iiithexmaniii,26,0,4,1,0,1,2,11,68.8,16,4,9,44.4
,,,,,,Nolimitkev,22,1,2,0,0,1,0,7,43.8,16,5,12,41.7
,,,,,,Manzebk,10,6,2,2,0,2,2,5,62.5,8,0,0,0
,,,,,,PeRcTooCold,4,1,5,0,0,1,1,2,40.0,5,0,2,0.0
,,,,,,Stammm7,2,10,1,0,3,0,1,1,100.0,1,0,0,0
,,,Nightmare City,0|0|0|0|0|88,Win,,,,,,,,,,,,,,,
,,,,,,xLattin,27,0,8,1,0,1,1,9,64.3,14,7,11,63.6
,,,,,,island Devil,26,0,7,0,0,0,1,10,58.8,17,5,8,62.5
,,,,,,Catchingblessing,16,4,3,2,0,4,0,6,85.7,7,4,5,80.0
,,,,,,XxCLUSIVE,13,14,8,0,0,0,1,6,60.0,10,1,3,33.3
,,,,,,Xxmoneycashxx,6,1,1,1,0,1,0,2,66.7,3,2,2,100.0
