Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/22/2025,,Regular Season,THE MOB,0|0|0|0|0|49,Loss,,,,,,,,,,,,,,
,,,,,,Reallytrxp,15,1,0,0,0,0,0,6,50.0,12,3,5,60.0
,,,,,,Hit RB LT,14,9,1,0,0,1,2,7,63.6,11,0,0,0
,,,,,,PattyMil,9,2,10,0,0,1,3,3,30.0,10,2,5,40.0
,,,,,,StopBaited,8,0,0,3,0,1,0,4,100.0,4,0,0,0
,,,,,,Gothum,3,6,3,0,0,0,1,1,33.3,3,1,3,33.3
,,,RuskaRomaPrep,0|0|0|0|0|55,Win,,,,,,,,,,,,,,,
,,,,,,|GodSent|-,18,0,0,3,0,2,0,7,70.0,10,3,5,60.0
,,,,,,Earlier-it,13,0,1,0,0,1,0,5,62.5,8,3,6,50.0
,,,,,,zSTNx,11,1,8,0,0,0,2,3,37.5,8,3,7,42.9
,,,,,,Mir-In-Motion,8,0,3,3,0,0,1,3,42.9,7,2,4,50.0
,,,,,,GodSentMel,5,18,6,0,0,3,3,2,40.0,5,1,3,33.3
