Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/17/2025,,Regular Season,BulletProof,0|0|0|0|0|97,Win,,,,,,,,,,,,,,
,,,,,,HellaHeavys,36,1,4,0,0,2,1,14,70.0,20,8,13,61.5
,,,,,,TotallyCoco,19,6,6,4,0,4,0,7,77.8,9,5,6,83.3
,,,,,,HellaBoots,15,2,15,1,0,0,2,5,45.5,11,3,8,37.5
,,,,,,sonovember,14,13,3,0,0,0,2,7,70.0,10,0,1,0.0
,,,,,,Jairo2k,13,1,0,2,0,2,1,6,75.0,8,1,2,50.0
,,,Untouchabulls,0|0|0|0|0|77,Loss,,,,,,,,,,,,,,,
,,,,,,ISwaggyz,38,0,7,1,0,2,5,14,60.9,23,8,14,57.1
,,,,,,LockGPT,13,0,5,1,0,3,1,5,55.6,9,3,4,75.0
,,,,,,Controverssy,10,9,6,0,1,2,2,5,62.5,8,0,0,0
,,,,,,ICHEVVAI,9,2,5,2,0,2,0,3,37.5,8,3,8,37.5
,,,,,,ICoscu,7,6,2,1,0,0,1,3,60.0,5,1,3,33.3
