Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/17/2025,,Regular Season,Triborough,0|0|0|0|0|67,Loss,,,,,,,,,,,,,,
,,,,,,G_RAWWW3,27,1,1,0,1,1,2,11,73.3,15,5,6,83.3
,,,,,,BaseballJ-TikTok,13,0,9,0,0,0,4,4,57.1,7,3,5,60.0
,,,,,,Bnasty_Tv,13,0,9,2,0,1,0,5,41.7,12,3,8,37.5
,,,,,,Saucejigga,8,2,2,2,0,1,0,4,80.0,5,0,1,0.0
,,,,,,Jawadooooo_NYC,6,10,1,0,1,3,3,3,75.0,4,0,0,0
,,,Loyalty Runs Deep,0|0|0|0|0|88,Win,,,,,,,,,,,,,,,
,,,,,,BlacLabelz0,33,0,13,4,0,2,2,12,60.0,20,4,9,44.4
,,,,,,IIIAmVicious,18,2,1,0,0,0,0,6,75.0,8,6,7,85.7
,,,,,,LuisGotNext,15,14,5,2,1,0,2,7,77.8,9,1,1,100.0
,,,,,,ZiZoe,12,1,2,1,0,2,1,4,66.7,6,4,6,66.7
,,,,,,R1 oSaints,10,0,3,1,0,2,0,4,80.0,5,2,3,66.7
