Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/29/2025,,Regular Season,New Strap City,0|0|0|0|0|85,Loss,,,,,,,,,,,,,,
,,,,,,RickThaShooter,37,0,3,0,0,0,0,13,61.9,21,10,15,66.7
,,,,,,iFlexx_48,19,0,2,5,0,5,1,7,43.8,16,5,10,50.0
,,,,,,Melo3pt,12,1,7,2,0,1,5,4,50.0,8,4,8,50.0
,,,,,,Yikki-Za,11,5,6,0,2,2,2,4,80.0,5,3,3,100.0
,,,,,,TheGlue4,6,7,6,1,0,0,2,3,60.0,5,0,0,0
,,,Wen family,0|0|0|0|0|100,Win,,,,,,,,,,,,,,,
,,,,,,oMirabal CF,52,0,3,0,1,2,9,18,66.7,27,15,21,71.4
,,,,,,I Ryan II,36,0,0,1,0,2,0,12,66.7,18,8,14,57.1
,,,,,,Yerythebest2,6,5,4,1,0,0,1,2,100.0,2,2,2,100.0
,,,,,,PAGAN7PRl,4,12,11,3,1,2,0,2,66.7,3,0,0,0
,,,,,,iiiTzDJ,2,4,3,5,0,1,2,1,50.0,2,0,1,0.0
