Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/19/2025,,Regular Season,New Strap City,0|0|0|0|0|48,Loss,,,,,,,,,,,,,,
,,,,,,TheGlue4,21,1,4,0,0,0,1,9,45.0,20,3,10,30.0
,,,,,,Slim_jim48,12,3,1,1,0,0,0,4,44.4,9,4,9,44.4
,,,,,,Im_different4,8,17,4,0,2,3,2,4,66.7,6,0,0,0
,,,,,,Yikki-Za,7,2,2,3,0,1,1,2,40.0,5,1,1,100.0
,,,,,,Melo3pt,0,0,2,1,0,1,1,0,0.0,6,0,3,0.0
,,,THE MOB,0|0|0|0|0|64,Win,,,,,,,,,,,,,,,
,,,,,,Reallytrxp,22,1,3,0,0,0,1,8,57.1,14,6,12,50.0
,,,,,,PattyMil,18,3,6,1,0,2,2,8,72.7,11,2,5,40.0
,,,,,,Gothum,11,9,3,0,1,0,0,4,66.7,6,3,5,60.0
,,,,,,Hit RB LT,8,8,4,1,1,2,4,4,50.0,8,0,1,0.0
,,,,,,StopBaited,5,1,1,2,0,1,0,2,66.7,3,1,1,100.0
