Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/30/2025,,Regular Season,BOOM3Rz,0|0|0|0|0|89,Win,,,,,,,,,,,,,,
,,,,,,IlMarkNuttlI,29,17,3,3,0,1,0,11,68.8,16,7,9,77.8
,,,,,,Coachwhogamesttv,25,3,8,4,0,1,2,10,76.9,13,5,7,71.4
,,,,,,NeverPassingIt,18,0,4,0,0,2,0,7,46.7,15,4,10,40.0
,,,,,,XFrostFades,10,2,1,1,0,3,1,4,57.1,7,2,5,40.0
,,,,,,Laayupk,7,9,2,3,2,0,2,3,27.3,11,1,8,12.5
,,,Flourish Citizens,0|0|0|0|0|59,Loss,,,,,,,,,,,,,,,
,,,,,,JMDHeisman,28,0,3,0,0,3,4,11,64.7,17,6,8,75.0
,,,,,,ImClem4Real,10,0,5,1,0,1,3,3,25.0,12,3,9,33.3
,,,,,,xzDOPExz,9,11,4,0,0,0,3,4,36.4,11,1,2,50.0
,,,,,,JJGotTheJuice,6,4,4,1,0,0,1,2,33.3,6,2,4,50.0
,,,,,,M1keyTheGem40,6,8,3,2,0,0,2,2,40.0,5,2,4,50.0
