Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/23/2025,,Regular Season,Lightsout,0|0|0|0|0|75,Win,,,,,,,,,,,,,,
,,,,,,IIIzIIII,44,0,2,1,0,2,2,16,88.9,18,12,14,85.7
,,,,,,TmChris2k,14,1,6,0,0,2,2,5,62.5,8,4,7,57.1
,,,,,,Melder_,9,10,7,0,0,2,1,3,50.0,6,1,2,50.0
,,,,,,Real JGF,5,6,3,1,3,0,2,2,33.3,6,1,4,25.0
,,,,,,LegendaryyTim,3,1,2,1,0,2,1,1,16.7,6,1,4,25.0
,,,THE MOB,0|0|0|0|0|69,Loss,,,,,,,,,,,,,,,
,,,,,,StopBaited,19,0,0,3,0,1,0,8,88.9,9,3,3,100.0
,,,,,,Reallytrxp,16,0,7,2,0,1,1,5,41.7,12,5,11,45.5
,,,,,,PattyMil,14,1,10,1,0,0,4,5,45.5,11,3,8,37.5
,,,,,,Hit RB LT,11,8,2,1,1,0,0,5,50.0,10,0,0,0
,,,,,,Gothum,9,6,3,0,0,3,0,4,66.7,6,1,2,50.0
